Review,Rating
"I'm really sorry but we didn't like these at all.They were very bland and almost floury, and the baking soda taste really came through.After my first batch came out of the oven, we tried to doctor up the rest of the dough with more cinnamon and sugar and it made them edible but I won't make them again. Thank you for the contribution though.",negative
"This makes for dense, inedible pancakes.Don't bother.Even with all that baking powder, they don't rise!",negative
this is a hectic recipe it worked gud except 4 the fact that i used pears instead of appples.ill give u a tip dont use pearsanother tipdont try and coook this if u dont know how 2,negative
"I agree this dish has a delicate flavor, however, it is also very plain.It is not difficult to make, but it needs some flavor added to it. The crab is the only saving grace this recipe has. ",negative
"This is not a meal my family enjoyed.The tomato was a bit much for them, and it lacked flavor.However, they never say ""no"" to cheese!",negative
Okay...I thought about not even posting a review...but I didn't feel that was right.I'm sorry but hubby and I didn't care much for this...something just wasn't right.The flavor was not what we had thought it might be.Others have enjoyed it so it must just be OUR tastebuds.,negative
"Well, this was a disappointment. I followed all the instructions (though since they already didn't hold together well then, I put them in the fridge before putting them into breading), but once I put the cakes in the eggmixture, most of them broke into bits, so putting them in breadcrumbs and the egg and the breadcrumbs again is far too much handling. So I dropped one step of breadcrumbs. Inspite of leaving them again in the fridge during the frying process, most of them dissolved again and soaked up a lot of fat. I drained them on a paper cloth and served the pancakes with the salsa (not very convincing taste either, I'd definetely leave out the vinegar- it makes it far too sour). I hoped that the taste would at least make up for all the pains I went through, but honestly I really didn't think it was worth it. Too fatty. Considering the time spent and result obtained, I'm really sorry, but I had better results with spending less time in the kitchen ( a less messy kitchen too). When I read the ingredients list, I really thought this might be sth really nice, but as I made this it just wasn't near to what it suggested. It also smelled good during the frying, but unfortunately the taste wasn't anywhere near the smell.",negative
"Angie, Sorry but this was a bust for DH and me. Followed the method and ingredients exactly except for using chicken broth instead of vegetable. You are right, the aroma is certainly pungent while cooking! But all the expected flavor wasn't there. DH thought it might be the type of potatoes I used but I did use russets as that was what you specified in the recipe. Sorry, but this is not a ""keeper"" for me. ",negative
"Paula, I'm sorry to say that this recipe totally didn't work for me. Other than omitting raisins (because my kids won't touch them), I followed this recipe exactly. I ended up topping it off with brown sugar the next day because there was no sweetness at all to it. I thought the plain yogurt added a bit of bitterness to it because there wasn't enough flavoring to offset it. No one here would eat it. One bite and they were done. I hate to rate low and I'm sorry this particular dish didn't go over well on this end, but I do look forward to trying another one of your recipes. Thank you for posting.",negative
Sorry but this pie is not worth making. I also dislike the syrupy pecan pies but this one looks like pecans sitting on mashed potatoes and is very bland. I followed the recipe exactly.,negative
"i didnt like the way that this thing tasted.. i tried everything, soy sauce etc. but it tasted really bad.",negative
"This microwave method is the worst way to try to cook butternut squash.I pierced, zapped for 8 min and then cut open.It was cooked in some spots but very raw in the rest.(most)I scooped out the seeds,and the cooked part (to save)and re-zapped for another 10 min.Again, the same problem.Cooked in some spots but not in others.Re-zapped another 5 min (after scooping out the ""cooked"".Still had some raw spots.I finally gave up and threw out the raw.This was taking far more time than the 8 min. I expected. I cannot blame my microwave.It's a GE Atvantium.I tried again with another squash. This time I set the initial time for 20 min.Again same problem , gave up and threw out the raw portions.I am so dissapointed!I was so mad that I did not go to step 2.I took what I had and added brown sugar and butter to taste and whipped with an electric mixer.Turned out great but I will NEVER microwave squash again.Too time consuming and too much waste",negative
I found it very crumbly and wont hold shape. The recipe didn't say how long to chill but I chilled it forabout an hour...not sure if that was what went wrong???,negative
"This has to be one of the very worst recipes I have ever tried. I always go with four star recipes but I wanted to try this one because I wanted a no-bake pumpkin cream cheese pie for Thanksgiving. I wondered why this one had no stars but I know Nurse Di's recipes are normally very good, so I decided to try it anyway. The problem is that the instant pudding/pumpkin layer never set up. What a mess!! I worried when it said to only beat for a minute and to pour into the pies hell. I knew it wouldn't set but did it anyway. Six hours later still runny so I poured it out and tried to beat some thickness into it. No luck so I threw it out. I wish those of you who have tried this recipe had given it a proper review so others could prevent a huge disappointment!!!",negative
"A great disappointment.The cranberries, marhmallows and sugar mixture was really quite but then I added the whipping cream and it turned into a mess.I'm sure it was me but I won't be making this again.....",negative
"ya right, not a joke. It's one of the oldest ones in the book",negative
"Absolutely horrible.I wasted time and ingredients on this.If you're wondering how a mushroom gravy with a tomato base would work, don't.",negative
"It is different, simple and at our meal a great big disappointment, lacks texture and flavor, sorry little bee....this one was not to our liking.",negative
It tasted really bad ,negative
"This was not even close to being edible.I followed the directions exactly, and the spices were so strong that it made our mouths numb. It wasn't sweet and the spices were all wrong, which I noticed before I made it but thought that I should still give it a try.Boy was I wrong.If there was a choice for no star I would give this recipe a no-star rating.",negative
"I tried this with a 20lb. turkey.Very easy recipe, and tasted wonderful BUT....WE HAD 10 SICK PEOPLE THAT EVENING.I used my electirc probe, never opened the door, but we got sick.I knew to be careful with this method of cooking, and should have followed my gut. (no pun intnended) ",negative
"I must say that my family and I did not like this recipie at all. The flavor was to strong, I guess it was the sage. I am thinking that it may be because I used homemade everything, which already had spice in it.Thank You anyway though. ",negative
"The custard turned out well -- thick and creamy and tasted great.However, the pie did not set up correctly.After a day in the refrigerator, it was runny in the center.Iput it in the freezer to firm it up. My nephews and brother-in-law said it tasted great.As the pie came back to room temperature, it became a gooey mess and had to be thrown away.",negative
"Well, I'm sorry to say that although I followed the directions, we didn't care for this at all. I did simmer it for 45 min.in the gravy, but it never did get tender. The meat was tough, and the gravy too thick for our tastes. But it was the first time I've bought cube steak, and maybe it's the cut of meat itself, that we didn't care for.",negative
"Sorry, but this recipe is AWFUL.The cookies taste like playdough.I think there must be an error. Is there too much flour?step 3 says to ""Pour"" the dough, but it is thick dough and it tastes like flour.Also, what do you do with the 5 ""s"" rolls? cut them up after they cook?I found the directions confusing.",negative
"This is just awful.I like my food ""Rrrreal Rrrraw,"" but this is just terrible.Believe it!",negative
I made it for my 1st ever Sponge and dont think i beat it enough cause it didnt turn out at all.Maybe you could give an est. time to beat for?,negative
Real Tabbouli most definitely has olive oil in it(fresh and xtra-xtra virgin is best).It also has NEVER had garlic in it__optional or otherwise.Try it the real way and you'll see a HUGE dif.,negative
"No pine nuts!No cucumbers!No sugar!And too much bulgur!!This also needs salt, a little black pepper and a little bit of allspice to be more like the real thing.",negative
"Followed recipe EXACTLY as stated. Why didnt I brown the meat first?I dont know, I know better than that.Anyway this meat had the consistency of dog food.I had Wendy's the night I made this.If you do decide to make this.Do not use flour, use more spices, use more water, and cook longer.This was a disaster.I do NOT recommend this to anyone.",negative
too nutty and sticky. NOT IMPRESSED!!!,negative
"This was a total failure for us. I made it this morning and it does require effort, that's ok, but when the end result is so bad, it makes you want to cry! This made 19 dumplings for me. I used 1 1/2 cups of fresh grated coconut {3 cups was way too much} and the other ingrdients as stated here. Once done{steamed}, the rice flour tasted like I was chewing on rubber! Not just that, it was not tasting sweet. It was not a dessert from any angle. More like a punishment! I didn't want to throw it all away as I'd spent so much time and effort on this. So, I had to boil 3 cups of full cream milk with 6 tbsps. of sugar and few green cardamoms, powdered, and then add the steamed dumplings to it. Thereafter, I served half batch immediately and people who ate it told me they liked it now and in particular enjoyed spooning some of the milk into the dumpling after breaking it open with a spoon, and then eating it. The other batch, I let it cool completely, and then covered and kept it in the refrigerator to chill. Those who had this chilled said it was nice now. One thing's definite: I am never ever going to make this again! ",negative
I'm sorry - I didn't like this. It mostly tasted like dry mustard mixed with water.,negative
"I'm sorry, but it was very very bitter for me too.I used sugar free/fat free pudding.I'm wondering if that was the problem.Sorry!",negative
"I was worried about using strawberries because of excess moisture in this recipe but it sounded so good that I tried it. I used whole frozen strawberries, thawed, which I weighed so I know the amount was correct. The rice krispies turned to mush when I stirred them in. Please let me know if the recipe needs to be modified or if you have any suggestions. Actually, I think without the strawberries, the recipe would be quite good and I really like the idea of using white chocolate on top. I'm sorry, I really wanted to like it.",negative
I wasn't a big fan of this recipe. I don't think I would make this again,negative
"I found these cookies the worst ever.I followed the directions exactly.The dough came out crumbly, I even chilled It for longer than an hour.The dough that formed was good for 5 cookies.It was a waste of time and energy and I was not crazy about the taste.",negative
"I read the reviews and had my hopes up.I didn't change anything about the recipe and sadly it let me down.I tried it again the next day thinking the longer it sat the better everything would blend.The next day it was unfortunately just as bad as it was at first.It was easy to make but nothing seemed to go together.The tomatoes, beans and chicken just did not mix.It sounded good but the reality just didn't meet my expectations.",negative
"1 Hour before I was to serve this soup to a Christmas gathering of friends, I had to completely rework it...it lacked taste, the cheese had curdled and it was like paste. Needless to say, I was looking for a simple, quick recipe and all I found was a mess!! This recipe has been removed from ""my cookbook"".",negative
"Sorry, but this really didn't work for me. I couldn't roll out the dough at all, even though I did everything as directed. I even tried chilling it for much longer, but ended up chucking it away and starting all over again with a different recipe for cut-out cookies.",negative
"Was there a typo here or some instructions missing?Reread several times to find out where I went wrong......this was HORRIBLY salty, a total waste of ingredients in my opinion. Maybe it should have read ""2 TEASPOONS BOULLION?"" Also, how did you come up with 51 grams of fat in the nutritional info?There is no fat in my potato flakes, none in the powdered milk, none in the boullion and certainly none in the seasonings?",negative
This is probably the worst cookie recipe that I have ever made.My grandchildren did not like the texture or the flavor.The cookie was soft but heavy and there was not much flavor.I will not make this cookie again.,negative
sorry but mine burnt (sugar mixture) maybe mywattage is to high on my microwave. im going to try again.,negative
"Sorry Bergy, I usually like your recipes, but I did not see the point in this one.Fresh grapes are so nice with a soft cheese like Brie etc. that it was a pity to ruin a good bunch of grapes.",negative
"I'm Hungarian.This recipe has nothing to do with Goulash, at least not Hungarian goulash. Maybe some other ethnicity.",negative
"this did'nt turn out at all, I made a think cream but wan I added the flour it got to thick and io had to though it all away",negative
"This was the worst, something has got to be wrong in the recipe.Try another one",negative
"i'm sorry to say that these were just....not what i expected. and it pains me to say this too because this cook always has great recipies!!!! the first time i had made this was about a year ago, but since the guy i was seeing was allergic to milk, i used soy milk. they didn't turn out good...but that was obviously my fault. tonight i decided i'd try again for christmas dinner...i used whole milk and the end result was horrid. it was very bland...(and i had doubled the amount of garlic in it), it needed at least triple the salt to make up for the lack of taste. the parmesean didn't add much either. in order to save the dish, i grated some pepperjack and some roman in it and roasted it. although end result was much better than the recipe...it still needed a lot of flavorings....",negative
"What a disaster!No matter what I did, the spices clogged up the injector!I would not recommend this in lieu of a store-bought injection marinade.You'll end up washing this down the kitchen drain!",negative
"Wonderful recipe. I served these with BBQ'd Lamb and everyone loved them. I used Balsamic vinegar. Thanks for a nice addition to my favorite recipes — posted Jul 23, 2001, Additional comments- I baked the onions separately in large muffin tins and cut the baking time to 25 minutes lightly covered and 15 min uncovered. I kept a little butter on the side that I drizzled over them when I added the nuts for the last 15 minutes",positive
"I had a hard time with this.As I was bringing the items to a boil, it kept burning at bottom and never did come to a boil.After it had chilled it was gritty and just not right.",negative
"I tried this for supper last night.I even added garlic powder, oregano and Kitchen Bouquet and still no flavor.Even the consistency was awful.Sorry, just not something we enjoyed!",negative
I raised my godson on real grilled cheese sandwiches-rye with extra sharp cooked in seasoned iron skillet. His mother followed your recipe. Now he is enrolled at the Culinary Institute of the Arts. Is this just adolescent rebellion? I attribute it all to various methods of the grilled cheese dilemma. ,negative
"Sorry, my crackers were a huge disappointment. I used salted or regular butter and one TBL SP of brown sugar. My crackers tasted like hot salty butter with some whole wheat in it. I had a similar recipe from Rodale Press that was excellent ... but then my house burned and I never got that book back. As I recall, the Rodale recipe called for oil and I forget which one I used. This was years ago.",negative
"I couldn't get this to form into a ball. Seemed way too dry and I ended up adding more butter and even water to form into the ball. Haven't baked them yet, but way to frustrating to try again. ",negative
These did not work at all! The batter was liquid and when I tried to thicken it they just didn't taste good. It totally ruined my meal @ home project. ,negative
"My batch of this fudge recipealso did not harden. I hadfollowed recipe exactly, butgiving the benefit of the doubt, I tried again.Thistime I let the boiling point reach 250 degrees. I was thenthe proud producer of twobatches of goo which ended upin the trash can.",negative
I followed this recipe exactly and it just didnt do anything for my taste buds. ,negative
"It wasn't what I expected, texture was more like a cake than bar. Butterscotch flavor was not very potent, very buttery taste. ",negative
"This was AWFUL!When I looked at the ingredients and saw 2 Tablesppons of Salt and 2 Tablespoons of Creole Seasoning, I thought it sounded salty.However, since it had so many wonderful ratings I made it as it is written.It was so salty that it was not palatable. I think if I used 2 TEASPOONS of each, it would come out ok.I had to throw it out and 3 hours before company was coming throw something else together using canned beans. ",negative
Consistency was too soft.Great if you don't mind Cheese Cake Soup.,negative
"I'm sorry,i,too went to ww,and I tried this and it doesn't work for me,i didn't like it at all,i'd rather just eat the cauliflower and forget trying to make it taste like mashed potatoes,because you can't.",negative
"Just followed this receipe andbaked these awful tasty, wasteof product and time muffins.",negative
"I don't know what I did wrong, I followed the recipe exactly as written, used low setting.Next morning at 7am after turning it on at 10pm, the roast was black and tough. The onions burned black. Roast had to be thrown out.",negative
This was awful!Even my husband who will eat anything didn't like it.It was like a thick tomato paste.,negative
This cake was not that good at all. ,negative
"I tried this recipe also, and sorry to say, was not happy with it.It was so sticky/gooey that could not form in ball, let alone dip in chocolate.What did I do wrong, followed the recipe exactly as written.???",negative
"Cake took over 40 minutes to cook, as centre was very gooey!Sides were burned brown from such. Had to cook WAY over the limit suggested here!Followed recipe to exact instructions.",negative
This is a must miss for my entire family.We tried it but didn't like the recipe.,negative
Almost no flavor. Definitely needs more of something - maybe salsa?,negative
"Oh My Goodness!!!I took a bite of these, and thought I was gonna hit the roof!!They are sooooooooooo sweet, it's like biting into nothing but chunks of sugar...now my 3 year old son tried one and he loved them..lol.",negative
"I was not very impressed with this recipe. I found the cookie very bland, hardly any taste. And extremely, dry. If you are going to make them, use less flour.",negative
"This technique gave skinless, boneless chicken thighs had a mushy, liverlike texture. The sauce was good over egg noodles, but I won't try this again. ",negative
"I was looking for something healthy to adapt to my diet restrictions but decided some shortcuts just are not meant to be. It seems to me it would be most unhealthy to eat. Although the recipe is no more difficult to make than any other yeast bread...the dough makes a very stretchy---way too chewy--- almost like it has gum in it pizza crust! I try lots of recipes without having problems and will not try this again! I am going to stick to the recipe I have from Cook's Illustrated Italian Cookbook. I tried lots of crusts to find one good enough and adaptable to the toppings we like. With the health problems I have I avoided eating it. I am sorry to the person posting this recipe! I have no suggestions as to what could be done to improve it. I know we all have different tastes and opinons so maybe some will like it...just not us. January, 2005 ",negative
"Sorry, but no matter how long I kept these in the pan they never seemed to be done.The comments I got from others were, THEY'RE NOT DONE. I guess we prefer fluffier, instead of mushier. The flavour was ok, but I won't make these again.",negative
This may be low carb but definately is not anything close to a frappuccino.If making this try using your favourite additive to get a better taste. ,negative
I found this recipe on another site and made it this past wkend for my boys who adore both doughnuts and pancakes.It sounded so good but didn't taste anything like donuts to any of us and was not really well received.Sorry to give this a low rating.I followed the recipe exactly so I have no idea why it turned out so poorly.,negative
"worst recipe ever. I don't think this is a real recipe, because it has no butter or eggs. I made it today, and I was gagging from the doughy taste. I'm angry that I had to waste my milk and flour. ",negative
IT looks like **** but tastes good so i give it an 1 out of 100 cause of the way it looks,negative
I really didn't care for this recipe.I thought the picture looked so good and I like all the ingredients.My husband didn't like it either. I had made it for a party I was going to and I ended up not taking it. Sorry.,negative
Yucky!I tried making them twice and I just couldn't stomach them...I've personally never ate anything so yucky ever!I'd rather just eat the hamburger on it's own that try to stomach these,negative
Sorry - my whole family thought this was not good at all.The appearance is very unappetizing - looks curdled.I followed the recipe exactly.We could not use the sauce for our rice as it looked like curdled milk.,negative
These brownies were terrible.I ended up throwing away the whole pan of them.Sorry.,negative
"I'm not sure if this was the same seaweed salad that I had tasted over and over again here on the mainland or in hawaii, but the seaweed was defintiely not it. If you are expecting the BRIGHT green seaweed salad that they serve in japanese resturant this is not it, sadly.",negative
"It seems like I'm the only one who didn't enjoy these at all.The cookies came out looking great, I made little indentations and spooned some apricot jam into the middle.Once they had cooled, my husband and I tried them (we'll eat anything) but we ended up throwing the whole batch into the garbage.We found them rather chalky and flavourless, they may need more sugar or maybe less flour.I don't think I made an error in the preprations, I followed the directions precisely.I noticed there were quite a few reviews on another site where this recipe is also posted that had similar comments as I did. It just looked really simple and quick, and with all the great reviews I thought it would be good. Thanks for the submission...many have enjoyed this recipe, and I didn't really want to give it a bad rating, but we'll keep looking for another shortbread recipe.",negative
"This was just so so.All said it was good but when I asked if I should save the recipe to make again, all said no.I used sirloin tip steaks which almost turned into mush.Thank goodness I did not use cube steak.That would have been a definate mush.No one cared for the potatoes in this recipe.I did follow the recipe and did not overcook.I cooked it on high for 3 hrs instead of the reccomended 4-5 hours.This is not a saver for us.",negative
"I hate having to leave only 1 star; however, this was a disappointment from start to finish.The mixture was soo hard that my blender almost burnt out.I couldn't roll it into balls, the texture was too tough.I managed to put a teaspoon size onto a baking sheet and baked according to directions.My kitchen smelled like a hair salon-not good.I had a bath with one and there was no fizz at all.The thing just bobbed around my tub.I used my hands to try to break it up and it was as if i had clumps of cream of wheat floating in my tub.This was sooo frustrating!!I hate leaving such a bad review-but I had no choice.This went right into the garbage.Sorry. ",negative
"I don't know what happened with this, I followed the recipe exactly, it did not rise and I know I put the baking powder in, wonder if the hot milk had anything to do with it not rising.Also the coconut topping was not enough to spread over all and was too thick. Sooo sorry had to throw it out.Hope someone else has better luck with it , it did smell very good baking.",negative
"I saw this recipe on The View and decided to give it a try. It is the worst mac and cheese I have ever had! I was really expecting somehting more. It was just yucky. I followed the direction exactly and was very disapointed. If this is the best mac and cheese you have ever had, you are really missing out. I will go back to my old standby. It is much more moist and creamy.",negative
This was way to sweet and it ruined the taste of the pork,negative
"So sorry - just wasn't for us. Sounded and smelled wonderful. Anticiapted a fruity, Hawaiian dish.Were anxious to try this delicious smelling meal but was so strong. Not ""spicy"" strong but Fishy. Maybe that's just the Mahi Mahi? Was hoping the pineapple and pepper would sweeten the fish. ",negative
No flavor,negative
I'm sorry but this was not what my Greek friend has made for me in the past.I'll have her come over and show me again.Maybe I did something wrong?!I just didn't care for this version at all!,negative
"What a huge disapointment.There was not enough liquid for the lo-mein so i had to add a bunch of other stuff.... but, no matter what i did i just didn't think it was good.",negative
"Awful!!It's a long stretch to call this a ""Brownie"".Was flat, not cakey or fudgy and hardly chocolately at all.I'm going to keep looking for my ""not-so-bad-for-me-wonder-brownie"" recipe. ",negative
"Was just trying to find a ""plain"" scone recipe and ran into this. This was not very good. Look elsewhere.",negative
I think it needs more potatoes for the amount of sauce. It was kind of curdly looking also. Did'nt like the presentation at all.OK tasting.,negative
" I had a gang for dinner and made this green bean dish and everyone loved it! Thanks — Jul 2, 2001,I have made this so many times it is souper easy and very tasty. This time I added pictures-I hope you like them Traci and Jeff",positive
"This just did not work for me.After reading Mianbao' s review I should not have tried it, but I guess I thought I could fix it, but it was just too bland, too tasteless.Even with added salt that the recipe did not call for, the dish was bland and left a lot (in my opinion) to be desired.",negative
It was really bland and tasteless.,negative
"This didn't work out for me at all. The peanut butter mixture was crumbly making it impossible to spread chocolate over. And my chocolate, instead of melting into a liquid, formed a ball for some reason - but this was probably my fault. ",negative
These did not work.By the time the bacon was getting warm the cheese was melting everywhere. ,negative
"I've made Penne a la Vodka a few times and loved it but hearing Nigella's name, I thought I would try this.We didn't care for this at all.The sauce wasn't creamy enough and even though I used a medium onion, it was too much onion.Sorry.I wanted to like it.",negative
"I hate to be the odd man out on this, but we thought it was terrible.Way, way too sweet, the topping was gritty and the berries too runny.Ice cream saved the two small servings, but we dumped the rest out.I won't waste ingredients on this one again.",negative
"Terrible.....I followed the recipe.....but put it in the oven the following day for a pot luck dinner......Several commented that they didn't care for the taste.....Perhaps using cheddar cheese instead of cream cheese would make it taste better, which I might try next time......but I definitely would not make the same dish again. Yuck !",negative
"I made them using bread maker on dough setting. The dough was super sticky. I couldn't roll them, I had to just drop them in the pan. I didn't like the taste either. I will not do again.",negative
I am really suprised this dish got so many stars. I am reallydisappointed with how that tasted. ,negative
"Sorry our boys promptly spit it out, too sweet and had an overall off taste to it",negative
"I tried this last night for dinner,And was extremely dissapointed. I don't know if you wrote it down wrong or what, but it was blah. It really lacked any flavor, we used fresh basil, and alot, but since there was no ammount stated,i added a bit, then a bit more, trying to get it to taste like something more than crushed tomatoes. But it's useless. You'd have to change this recipe completly. ",negative
"I made this and followed the recipe to a T strap.Most was ok.UNTIL-- Yogurt and Mustard.What do YOU think Yogurt and Mustard tasted like?? Do yourself a flavor, skip the sauce.",negative
It was nothing like hooter's wings.,negative
"With all the great reviews I was really looking forward to this tonight.I've got to say it was without a doubt the worst meal that's ever comeout of my kitchen.. the presentation was saved by a handful of shredded cheese on top..otherwise it looked like ..never mind..when the cream cheese was stirred in, it changed the whole thing in to a pot of gray-ish, lumpy ick.I know each persons tastes are different, and I am certainly outnumbered on the opinionsthis time.. I can't even think of anything I could do to make it edible. sorry",negative
I got this recipe for my mom to make for our super bowl party. It turned out way to salty and oniony flavored. I think that if you use the dip OR the onion flakes this may take the severe saltyness away.,negative
"I don't know what i did wrong, but the melted butter was not enough to dissolve the cocoa and the sugar... so i let it cook hoping the sugar would melt and it burnt (on low heat?). So i added some milk (2Tbsp) to help the sugar dissolve.They turned out ok... kinda crumbly and slighty burnt tasting.",negative
"I thought the same as the previous review, this didn't do anything at all on its own, but I guess I could try adding a fragrance to it.",negative
"Very odd tasting, and not very good. I am going to try it again without the limes, I think they throw the flavor off for me. Sorry!",negative
"I selected this recipe hoping to improve its current rating. It seemed to have good possibilities. Alas, the results were not so good. First, the measurement for the baking soda is unclear -- I guessed it was 1/2 teaspoon.Next, the type of molasses was not specified, I choose regular and wished I purchased a light one.The molasses overpowered the ginger and left a strong flavor onthe tastebuds. I tried baking these five minutes, most of the cookies burned. Next, 3 minutes, noburning, but the cookies were brick hard not all crisp. I couldn't get my nephews to eat them, and they are teens who eat everything. By the third pan, I realized the best use for the dough was making a gingerbread house as we found them inedible.I keep thinking something must be missing here.So sorry about the review, really wanted to like these. ",negative
I followed the directions on making this recipe and it came out sticky and runny.I had to use more flour and the tortillas where really small.I was not happy at all.,negative
made this for dinner tonight...it has a very acidic taste ..sort of sour twang ...I threw it away and opened can of soup ...but....my neighbor loved it ...guess you just have to like the flavor it had ...I didnt,negative
"Sorry, this did not work for me. Nice try though.",negative
"Bummer - I must have done something wrong here, although I followed the directions exactly.I mixed the ingredients with my finger, added the cream, then filled with milk, and baked per directions, but my milk never set -- it was still liquid.What did I do wrong?",negative
"I tried these last night and found them too ""sour"" for my taste.I guess I like my cooked carrots more sweet than sour.",negative
I tried to make these hoping they would be just the thing for my toddler who loves rice but they did not stay together with regular rice like a rice ball should.I might try it again with short grain rice.,negative
"I tried this recipe because the rating and description were appealing. I started making it and found that the instructions didn't even make sense. It doesn't say what temperature to cook the flour and half and half mixture at--just ""whisk in a saucepan""--it doesn't even really say to cook it at all.It turned out being very greasy and bland and overall gross. Very disapointing. I am fairly new to cooking, and I hope that I just read the instructions wrong and that it really isn't supposed to taste like that, but that's not likley and I'm not going to make it again and find out.",negative
"This recipe was easy to make but not very clear. It never said when to add the vanilla extract so I had to guess on that one, and when everything was done and the dough had been chilled it still was not dough-like. Also, you say to flatten the cookies with a sugared fork, how are you supposed to get the sugar to stick to the fork? And once you press on the cookies with the fork, the cookies stick to it. After baking one batch (following the recipe exactly as shown) the cookies came out flat and did not taste like most snickerdoodles I've made in the past. These were also not soft, after cooling they were hard.",negative
"I think that this recipe has too much salt, and my husband's comment was, ""Did you leave something out?""I didn't, but they sure taste like something is missing.I would not recommend this recipe at all.",negative
This is really easy to make but I thought it was too oily.,negative
"THis was not my favorite, was to dry and not as creamy as I would like my mac-cheese, but everyone has their own taste. May try again adjusting somethings.",negative
"I followed the recipe (crustless) as exact as I could.I used the canned tomatoes.I wasn't sure whether ""dry seasonings"" included the bread crumbs and cheese, so i added those on top.I put salt and pepper on each layer, and it was totally tasteless.Sorry, but as much as I'd like to, I just can't give this a better rating on this end.",negative
I try to make this cake have been baking for years very soft maybe i needed more flour I will try again but need measure for flour in oz please very upset with results to baking tins soaking over night,negative
This has way too much sugar in it.No wonder her son gobbles it up.The catsup didn't add anything either.The sauce was way too bland.,negative
I don't know if I did something wrong but followed instructions to the letter and could not separate them from the waxed paper. Finally had to throw them away.,negative
"Simple enough to make. Looked cute, but no one cared for the taste. My husband was the only one in the house that would eat them.Maybe next time I will try with Franken Berry (Strawberry)cereal and regular chocolate. Chocolate and strawberries usually go well together.",negative
I thought these were just OKAY. I bake A LOT and I found that these brownies were not rich in chocolate flavor. Instead they were just super sweet and didn't have a very strong chocolate flavor. I will definately not make these again.,negative
"I'm sorry, but I did not care for this recipe. Too much butter. It did not set up and was too runny. I think it would be better to reduce the butter to 2 tbsp.",negative
"I was confident that this would taste yummy by the ingredients and the review - but I have to say, I didn't care for it at all. Sorry. I followed directions exactly. It just was not all the good. It really just tasted like sweet chicken which I didn't care for. I would also mix all the other ingredients before just dumping them on the chicken.",negative
This tasted awful. I really did not like it. The basil was just to much. It didn't seem to go with the dish at all. This one is definately not on my favorites list.,negative
way too much tomato and not enough meat..I also think would be better with corn tortillas ...no member of family liked it ,negative
These were horrible - all I could taste was the hershey's kiss and I could have gotten that from just eating the candy.,negative
"VERY MESSY!!!Followed instructions, not remembering trying a variation of this where the recipe asked for the fruit to be DRAINED!!!The cake took almost 1 hour to cook and was almost burnt!PLEASE CHANGE TO DRAINED FRUIT!!!!!!!",negative
"Wow, did I miss something or is this a joke?I followed this recipe exactly and ended up with a crumbly floury dough that did nothing when I tried to pat it into any kind of shape.I managed to get it into somewhat squarish shapes, more through pressing because cutting wasn't working... I baked them and ended up with hot crumbly floury lumps that I ended up throwing out along with the rest of the ""dough.""",negative
"recipes easier to follow when measurements are printed in cups, tsp. etc.",negative
"I'm really sorry, but we didn't care for the taste of this at all. It was easy to prepare, but the sauce was really soupy and thin and we did not care for the combination of tastes, although we do love PB. It sounded good, and I wish I could give it a higer rating....",negative
"I had tried this recipe after finding it the the SB Diet Book.I was incredibly disappointed.The flavor was bitter and the consistency was very grainy.I desperately wanted to like this, but just didn't find it appealing.",negative
"Wow, this is nothing at all like Applebees Maple Butter Sauce,not in looks or in flavor, it tastes like nothing more than maple syrup. I'd have to say the copycat source has never had the real thing. But thanks for tryingto answer a request and meanwhile, I will be in search of the real thing.",negative
Mozzarella? That would make it Italian Onion Soup? French Onion Soup is topped with gruyere. Another blunder is people using swiss. ,negative
"This one didn't come out for me at all. The pasta cooked into one big, solid lump after it was cooked on high for only 45 minutes. I thinned it out with more milk, but it was still very sticky and had no flavor.I think I'll stick to recipes that precook the pasta.Thanks anyway!",negative
"Oh dear, Charisma - this was a total failure.I followed your directions exactly - used the exact measurements stated, but I'm sorry to say that I ended up with a horrible black, sticky goo.I think that something is definitely wrong with your instructions and I'm sure that anyone else that follows this recipe would have the same result as me - I wonder if you have made this yourself? I've never given such a low rating before and feel pretty mean about it..but what can I do??",negative
"I'm so sorry Chef Dee-we didn't like it at all the Miracle Whip was too overpowering, got a little twang from sour cream-but over all it felt like we were eating a dose of Miracle Whip (I'M SORRY)",negative
"Definitely not Pappadeaux:the color, the texture, the flavor is off.Tastes like warm milk with crawfish tailes.",negative
not at all good...hmm. :(,negative
Difficult to make into patties as the concoction is very sticky. Stuck on the grill and broke to pieces. Did not care for flavor. Recipe is not repeatable. ,negative
"Did everything I was suppose to...way too much cumin taste...just a poor recipe, not the texas chile I thought.",negative
"I gave this one star because it sounded like it would be delicious but after making this not only did I really dislike it...so did all 6 people I was serving it to. No one enjoyed it so I knew it just wasn't me, Iknow Imade it following the ingredients exactly so I don't know what exactly was wrong. The flavor just didn't satisfy us.",negative
"For me, this didn't produce anything resembling cake or dessert. I'm not sure what a Colorado Cake is, but I'm guessing this is supposed to produce something like a chocolate pudding cake/self-saucing pudding cake. I did use an 8x8 pan. My microwave is 800 watts.",negative
Really dissappointed in this recipe.Bread looked great but was dry and had very little flavor.I even added extra bananas and extract.Won't be trying this again.,negative
